time,latitude,longitude,analysed_sst
UTC,degrees_north,degrees_east,degree_C
2025-12-26T09:00:00Z,13.0,101.5,NaN
2025-12-27T09:00:00Z,13.0,101.5,NaN
2025-12-28T09:00:00Z,13.0,101.5,NaN
2025-12-29T09:00:00Z,13.0,101.5,NaN
2025-12-30T09:00:00Z,13.0,101.5,NaN
2025-12-31T09:00:00Z,13.0,101.5,NaN
2026-01-01T09:00:00Z,13.0,101.5,NaN
2026-01-02T09:00:00Z,13.0,101.5,NaN
2026-01-03T09:00:00Z,13.0,101.5,NaN
2026-01-04T09:00:00Z,13.0,101.5,NaN
2026-01-05T09:00:00Z,13.0,101.5,NaN
2026-01-06T09:00:00Z,13.0,101.5,NaN
2026-01-07T09:00:00Z,13.0,101.5,NaN
2026-01-08T09:00:00Z,13.0,101.5,NaN
2026-01-09T09:00:00Z,13.0,101.5,NaN
2026-01-10T09:00:00Z,13.0,101.5,NaN
2026-01-11T09:00:00Z,13.0,101.5,NaN
2026-01-12T09:00:00Z,13.0,101.5,NaN
2026-01-13T09:00:00Z,13.0,101.5,NaN
2026-01-14T09:00:00Z,13.0,101.5,NaN
2026-01-15T09:00:00Z,13.0,101.5,NaN
2026-01-16T09:00:00Z,13.0,101.5,NaN
2026-01-17T09:00:00Z,13.0,101.5,NaN
2026-01-18T09:00:00Z,13.0,101.5,NaN
2026-01-19T09:00:00Z,13.0,101.5,NaN
2026-01-20T09:00:00Z,13.0,101.5,NaN
2026-01-21T09:00:00Z,13.0,101.5,NaN
2026-01-22T09:00:00Z,13.0,101.5,NaN
2026-01-23T09:00:00Z,13.0,101.5,NaN
2026-01-24T09:00:00Z,13.0,101.5,NaN
2026-01-25T09:00:00Z,13.0,101.5,NaN
2026-01-26T09:00:00Z,13.0,101.5,NaN
2026-01-27T09:00:00Z,13.0,101.5,NaN
2026-01-28T09:00:00Z,13.0,101.5,NaN
2026-01-29T09:00:00Z,13.0,101.5,NaN
2026-01-30T09:00:00Z,13.0,101.5,NaN
2026-01-31T09:00:00Z,13.0,101.5,NaN
2026-02-01T09:00:00Z,13.0,101.5,NaN
2026-02-02T09:00:00Z,13.0,101.5,NaN
2026-02-03T09:00:00Z,13.0,101.5,NaN
2026-02-04T09:00:00Z,13.0,101.5,NaN
2026-02-05T09:00:00Z,13.0,101.5,NaN
2026-02-06T09:00:00Z,13.0,101.5,NaN
2026-02-07T09:00:00Z,13.0,101.5,NaN
2026-02-08T09:00:00Z,13.0,101.5,NaN
2026-02-09T09:00:00Z,13.0,101.5,NaN
2026-02-10T09:00:00Z,13.0,101.5,NaN
2026-02-11T09:00:00Z,13.0,101.5,NaN
